Temparature,Humidity,Moisture,Soil Type,Crop Type,Nitrogen,Potassium,Phosphorous,Fertilizer Name
34.5,56.9,28.9,Sandy,Cotton,24.2,17.4,5.2,10-26-26
29.0,73.5,46.9,Sandy,Sugarcane,5.3,44.9,35.4,Urea
35.2,49.4,40.8,Black,Pulses,9.5,32.6,42.5,Urea
34.7,42.0,28.5,Red,Ground Nuts,21.1,16.6,18.5,14-35-14
34.5,51.8,62.4,Sandy,Pulses,5.5,32.3,24.2,Urea
20.7,59.8,33.6,Loamy,Tobacco,10.1,6.8,27.4,17-17-17
30.4,68.4,52.0,Loamy,Sugarcane,16.6,11.1,23.4,17-17-17
23.5,43.7,62.8,Sandy,Wheat,21.3,18.7,16.2,14-35-14
32.8,55.9,26.6,Loamy,Maize,15.6,12.2,42.5,17-17-17
37.0,76.4,44.3,Black,Ground Nuts,28.0,15.7,11.5,10-26-26
23.3,53.4,52.5,Loamy,Millets,26.2,17.3,13.1,10-26-26
33.0,69.0,48.7,Red,Paddy,18.0,8.5,33.0,17-17-17
24.2,65.0,45.4,Sandy,Millets,20.5,40.3,9.8,DAP
22.6,58.6,35.1,Sandy,Cotton,25.6,29.1,5.5,DAP
37.5,71.8,35.2,Clayey,Pulses,30.2,28.9,10.7,DAP
29.6,56.1,50.6,Sandy,Tobacco,31.8,40.4,6.1,DAP
28.4,63.2,53.2,Loamy,Cotton,13.5,23.3,15.7,20-20
36.0,63.2,37.5,Clayey,Paddy,24.1,17.4,7.6,10-26-26
36.1,41.3,47.5,Black,Tobacco,10.3,33.1,7.6,20-20
31.1,79.7,39.6,Black,Tobacco,33.8,7.3,16.2,20-20
36.2,46.1,28.8,Black,Paddy,19.6,17.1,15.4,14-35-14
28.3,50.7,27.0,Sandy,Sugarcane,7.0,42.8,8.2,20-20
31.7,78.2,37.0,Sandy,Pulses,16.0,18.1,21.8,14-35-14
37.2,58.3,46.2,Sandy,Ground Nuts,17.9,21.6,20.5,14-35-14
20.2,63.5,59.6,Red,Maize,14.8,14.3,40.0,17-17-17
37.4,74.5,57.6,Black,Pulses,20.0,15.7,17.1,14-35-14
25.6,70.8,60.1,Black,Ground Nuts,42.8,9.9,10.3,10-26-26
32.0,54.3,25.8,Sandy,Pulses,31.0,9.7,25.6,28-28
23.7,58.1,36.1,Black,Millets,35.1,11.5,44.8,28-28
36.5,55.0,31.7,Red,Barley,5.1,36.1,16.1,20-20
21.4,76.0,63.0,Red,Barley,44.8,7.6,14.2,10-26-26
36.1,52.7,38.1,Loamy,Tobacco,42.9,14.1,10.5,10-26-26
31.7,66.8,60.2,Black,Wheat,13.3,38.1,10.8,20-20
20.3,42.4,29.8,Black,Wheat,7.3,30.7,15.1,20-20
35.7,55.6,45.5,Red,Millets,43.8,44.9,6.4,DAP
35.5,59.9,25.9,Red,Wheat,14.5,29.6,44.1,Urea
22.5,67.2,32.7,Black,Wheat,15.0,16.6,17.9,14-35-14
32.3,47.8,58.7,Red,Barley,11.4,27.5,29.8,Urea
21.8,59.1,38.4,Loamy,Cotton,42.1,6.2,7.2,10-26-26
23.6,44.1,45.8,Loamy,Sugarcane,8.9,31.5,20.9,Urea
26.1,53.3,60.8,Loamy,Paddy,20.5,8.8,39.4,28-28
27.6,52.2,28.7,Red,Wheat,22.9,40.5,6.3,DAP
33.4,51.6,60.3,Clayey,Paddy,30.7,44.6,6.8,DAP
30.2,62.8,39.9,Clayey,Millets,17.7,40.7,10.9,20-20
21.7,70.6,40.2,Loamy,Millets,7.2,16.0,32.1,17-17-17
27.5,45.5,58.9,Sandy,Sugarcane,44.2,8.9,27.3,28-28
34.7,40.4,34.0,Clayey,Paddy,37.6,28.3,13.7,DAP
36.5,77.9,35.9,Red,Tobacco,12.9,23.9,5.3,20-20
32.8,69.3,56.6,Black,Ground Nuts,24.3,24.5,14.5,DAP
32.2,43.8,32.5,Black,Ground Nuts,36.6,13.6,8.7,10-26-26
23.2,61.7,63.3,Sandy,Pulses,35.7,44.7,6.6,DAP
32.9,61.3,36.8,Black,Barley,21.1,15.7,18.3,14-35-14
35.9,59.5,42.6,Loamy,Barley,30.2,11.1,12.9,10-26-26
36.1,52.7,48.1,Sandy,Maize,7.5,22.6,15.4,20-20
23.3,65.0,63.8,Loamy,Tobacco,33.1,13.2,24.7,28-28
26.3,68.9,56.1,Black,Ground Nuts,11.7,27.9,13.9,20-20
23.0,50.9,51.1,Clayey,Barley,36.4,16.5,11.3,10-26-26
33.2,52.6,40.8,Loamy,Cotton,36.7,10.1,42.4,28-28
22.1,51.2,52.4,Clayey,Tobacco,17.6,7.8,36.6,17-17-17
33.5,77.1,28.7,Loamy,Tobacco,17.1,25.1,11.9,20-20
21.8,58.0,38.1,Sandy,Barley,27.1,6.1,11.3,10-26-26
34.4,59.3,57.8,Red,Cotton,40.6,14.9,16.8,10-26-26
21.9,68.1,25.8,Clayey,Millets,17.5,22.4,16.6,20-20
31.7,42.5,38.0,Black,Sugarcane,12.5,24.2,10.7,20-20
37.1,77.4,47.6,Loamy,Paddy,16.7,14.1,23.4,17-17-17
23.4,62.8,62.4,Sandy,Millets,28.6,43.6,9.6,DAP
27.5,50.7,60.7,Sandy,Barley,41.1,9.5,30.1,28-28
23.3,45.7,40.7,Red,Oil seeds,22.5,21.2,9.0,DAP
22.9,67.6,28.2,Black,Millets,33.7,12.0,39.3,28-28
21.8,43.5,54.3,Clayey,Tobacco,20.7,21.0,20.9,14-35-14
31.2,69.8,39.4,Loamy,Pulses,45.0,6.5,8.7,10-26-26
30.2,54.1,48.3,Sandy,Tobacco,34.0,15.6,10.7,10-26-26
25.7,57.8,44.8,Black,Tobacco,21.1,20.3,20.8,14-35-14
28.4,70.3,44.1,Sandy,Paddy,38.4,9.5,42.0,28-28
35.5,44.1,29.1,Black,Maize,9.7,23.8,36.3,Urea
21.7,64.1,59.2,Red,Sugarcane,38.4,11.6,29.5,28-28
34.7,66.8,64.6,Loamy,Millets,13.9,12.7,33.0,17-17-17
31.3,53.7,42.1,Loamy,Pulses,6.5,39.1,8.2,20-20
20.5,40.3,34.0,Sandy,Paddy,12.3,29.8,14.2,20-20
37.2,76.5,27.3,Clayey,Millets,26.2,12.1,21.2,28-28
25.5,74.2,43.1,Loamy,Barley,8.0,22.7,20.0,Urea
20.5,71.3,27.1,Black,Oil seeds,15.9,26.3,17.4,20-20
27.5,78.8,50.1,Black,Wheat,30.4,13.5,8.5,28-28
27.0,45.4,27.7,Black,Wheat,39.7,30.3,14.0,DAP
27.4,68.4,61.4,Sandy,Ground Nuts,41.0,9.1,32.8,28-28
31.6,50.3,42.4,Clayey,Maize,25.2,5.3,16.2,10-26-26
23.5,58.4,51.6,Loamy,Millets,13.2,33.0,21.4,Urea
20.6,54.0,51.5,Loamy,Cotton,14.5,33.4,25.9,Urea
25.2,59.5,41.0,Loamy,Sugarcane,20.9,19.9,21.9,14-35-14
26.8,56.5,39.1,Black,Barley,9.2,40.5,38.5,Urea
32.9,76.6,61.8,Sandy,Millets,7.4,33.3,6.6,20-20
28.7,46.4,48.1,Clayey,Wheat,5.8,6.5,33.1,17-17-17
22.8,79.6,38.8,Loamy,Oil seeds,19.6,21.4,16.2,14-35-14
34.4,49.2,44.4,Loamy,Millets,31.5,40.4,6.1,DAP
27.5,57.1,43.7,Black,Tobacco,41.5,22.6,11.2,DAP
23.1,43.0,42.1,Clayey,Maize,5.9,26.5,29.0,Urea
30.1,41.1,63.7,Loamy,Millets,7.8,40.3,37.4,10-26-26
33.5,73.3,34.7,Loamy,Cotton,20.5,19.9,16.4,14-35-14
35.4,78.4,44.0,Black,Barley,11.7,25.5,13.4,20-20
28.2,62.7,41.7,Red,Maize,33.1,14.9,8.3,10-26-26
26.1,72.6,27.3,Red,Maize,13.6,10.0,22.4,17-17-17
35.7,60.7,36.8,Red,Oil seeds,11.4,40.0,35.6,17-17-17
23.0,66.8,40.7,Sandy,Tobacco,31.6,29.0,11.1,DAP
26.5,43.8,43.1,Sandy,Barley,15.7,5.4,30.2,17-17-17
25.3,72.5,61.8,Black,Oil seeds,16.5,21.3,20.9,14-35-14
24.0,42.4,28.6,Loamy,Cotton,26.5,12.6,10.9,20-20
36.0,43.6,52.8,Clayey,Paddy,43.2,12.0,25.3,28-28
20.3,49.3,49.2,Clayey,Wheat,32.6,25.8,11.8,DAP
24.8,55.6,39.8,Clayey,Paddy,36.8,7.0,22.3,28-28
22.0,48.3,49.3,Black,Wheat,5.5,31.9,36.5,Urea
37.3,46.7,51.7,Red,Maize,9.1,25.5,5.4,20-20
31.0,64.5,54.0,Clayey,Wheat,20.3,38.5,6.4,DAP
26.3,65.5,44.8,Sandy,Wheat,16.1,20.8,16.2,14-35-14
31.0,64.2,44.2,Loamy,Tobacco,16.6,15.4,16.5,14-35-14
31.8,62.0,29.4,Black,Ground Nuts,29.1,28.3,14.5,DAP
32.3,40.3,35.1,Black,Barley,17.9,31.7,14.5,20-20
29.3,72.2,53.2,Loamy,Pulses,18.2,16.6,16.3,14-35-14
25.1,40.4,61.7,Clayey,Maize,37.2,11.9,37.2,10-26-26
37.7,55.4,53.5,Loamy,Barley,29.0,41.5,14.0,DAP
20.1,51.9,30.4,Red,Barley,14.4,26.4,8.5,20-20
35.4,47.1,39.7,Clayey,Cotton,16.0,22.0,12.8,20-20
35.7,74.7,46.8,Clayey,Paddy,21.0,18.3,20.7,14-35-14
23.8,76.4,53.9,Loamy,Sugarcane,27.0,6.1,11.2,10-26-26
22.5,69.8,38.1,Sandy,Maize,32.7,6.3,7.2,10-26-26
30.6,69.7,31.0,Sandy,Paddy,9.5,43.6,41.8,Urea
21.4,50.3,34.3,Red,Pulses,26.0,34.6,6.2,DAP
36.0,64.8,48.9,Black,Tobacco,8.7,8.1,35.7,17-17-17
29.3,60.3,34.1,Red,Barley,9.6,37.3,20.7,Urea
32.4,59.1,64.1,Sandy,Paddy,19.8,20.8,18.2,Urea
34.2,72.0,28.8,Black,Cotton,40.6,7.2,25.4,28-28
28.6,69.7,33.7,Loamy,Sugarcane,12.8,14.0,36.1,17-17-17
30.1,71.3,64.0,Sandy,Millets,33.6,41.5,14.7,Urea
22.3,63.1,56.7,Loamy,Millets,16.9,21.9,17.4,14-35-14
31.5,74.9,57.3,Clayey,Paddy,36.3,11.4,41.0,17-17-17
30.6,64.9,31.7,Red,Sugarcane,17.6,17.4,27.2,17-17-17
24.1,52.2,26.4,Loamy,Sugarcane,8.1,42.9,8.5,20-20
24.0,54.0,57.2,Sandy,Maize,8.4,34.6,8.0,20-20
20.2,71.2,58.9,Red,Wheat,39.2,39.1,5.5,DAP
21.9,57.6,44.0,Clayey,Maize,7.9,8.7,37.0,17-17-17
22.2,51.5,54.1,Black,Paddy,9.2,10.4,40.9,17-17-17
32.8,60.7,25.3,Black,Maize,5.4,15.0,21.6,17-17-17
29.6,60.2,27.9,Loamy,Tobacco,11.9,9.6,39.4,17-17-17
21.1,67.3,36.1,Sandy,Ground Nuts,5.1,32.1,36.6,Urea
22.0,68.0,27.5,Red,Oil seeds,14.9,11.8,27.8,17-17-17
25.5,56.2,25.9,Loamy,Maize,36.6,11.3,29.1,28-28
31.7,71.7,50.2,Clayey,Barley,15.1,23.0,14.9,20-20
24.4,74.5,48.6,Clayey,Cotton,32.0,11.4,20.4,28-28
21.6,58.4,64.7,Black,Oil seeds,37.9,17.4,5.6,10-26-26
36.7,67.3,29.0,Black,Wheat,25.2,33.0,7.1,DAP
32.5,61.8,25.7,Black,Millets,38.6,8.6,24.7,28-28
26.1,40.5,64.5,Loamy,Ground Nuts,19.9,21.9,17.0,14-35-14
37.1,69.4,63.8,Clayey,Wheat,22.6,5.7,27.0,28-28
37.5,42.4,59.3,Sandy,Pulses,39.2,5.1,29.4,28-28
23.7,59.8,43.3,Black,Barley,7.1,15.4,39.3,17-17-17
26.0,51.5,55.6,Clayey,Ground Nuts,43.4,23.4,10.0,DAP
21.7,78.4,33.6,Black,Oil seeds,19.9,18.4,15.8,14-35-14
34.7,62.9,30.3,Loamy,Pulses,24.3,12.1,41.6,28-28
26.7,61.3,64.1,Loamy,Pulses,28.2,24.3,6.2,DAP
34.1,73.8,51.7,Loamy,Wheat,7.9,42.8,26.0,Urea
34.7,51.4,62.6,Sandy,Oil seeds,42.9,7.8,7.2,Urea
28.3,63.1,38.0,Clayey,Maize,34.4,10.7,24.3,28-28
29.3,67.6,51.0,Loamy,Tobacco,13.2,13.8,31.5,17-17-17
29.4,67.6,37.9,Black,Millets,9.6,26.1,36.6,Urea
28.8,59.1,48.9,Black,Oil seeds,10.5,37.9,7.5,20-20
21.4,66.9,37.7,Red,Tobacco,25.7,13.4,13.7,10-26-26
35.5,48.8,50.5,Red,Sugarcane,22.5,34.6,7.2,DAP
27.1,73.1,30.9,Red,Cotton,20.1,16.4,20.8,14-35-14
23.9,70.3,55.1,Loamy,Maize,20.8,21.5,18.0,14-35-14
37.9,71.2,51.7,Sandy,Millets,29.8,34.3,8.6,DAP
26.3,67.5,43.5,Black,Tobacco,18.2,20.6,21.7,14-35-14
23.7,55.7,62.1,Loamy,Oil seeds,12.4,10.3,26.3,17-17-17
21.4,65.2,29.0,Loamy,Maize,5.7,32.3,32.7,Urea
31.5,57.3,41.4,Loamy,Cotton,15.9,19.7,16.7,14-35-14
30.4,70.3,54.6,Sandy,Sugarcane,41.3,13.3,29.4,28-28
24.3,58.4,32.8,Sandy,Wheat,42.8,11.9,30.2,28-28
24.4,77.7,39.7,Sandy,Pulses,36.6,14.0,28.6,28-28
34.2,73.9,29.1,Black,Tobacco,43.1,11.8,35.6,28-28
23.6,64.4,28.6,Clayey,Millets,17.7,16.7,30.2,17-17-17
36.1,71.6,52.7,Sandy,Ground Nuts,16.5,42.5,14.7,20-20
36.7,62.1,42.9,Red,Barley,44.2,8.7,31.6,20-20
31.5,68.8,50.0,Red,Wheat,21.4,15.9,15.0,14-35-14
22.2,76.9,51.5,Sandy,Wheat,15.3,7.1,34.6,17-17-17
26.9,58.7,36.9,Black,Ground Nuts,9.4,24.9,15.3,20-20
23.3,53.9,27.6,Red,Maize,15.6,41.6,8.7,20-20
22.5,46.2,63.8,Sandy,Millets,36.8,9.9,21.1,28-28
23.7,72.1,47.9,Sandy,Tobacco,12.7,14.3,31.6,17-17-17
26.7,60.2,58.6,Sandy,Millets,14.1,28.7,5.2,20-20
32.1,44.1,27.6,Loamy,Pulses,11.8,42.4,11.9,14-35-14
32.7,52.9,26.5,Clayey,Millets,25.8,28.4,14.4,DAP
34.5,77.4,64.9,Sandy,Maize,16.5,11.1,25.7,17-17-17
29.1,45.4,41.8,Sandy,Oil seeds,5.8,42.2,17.6,20-20
20.1,77.8,46.9,Loamy,Millets,37.6,13.8,24.7,28-28
22.5,45.1,37.2,Red,Oil seeds,7.8,13.7,22.8,17-17-17
35.5,66.1,29.8,Black,Pulses,8.2,28.6,29.8,Urea
36.7,69.7,30.4,Red,Cotton,17.7,44.4,9.2,20-20
26.3,64.0,44.2,Loamy,Maize,25.3,11.5,36.5,28-28
26.9,68.0,51.7,Red,Sugarcane,6.5,7.4,37.6,17-17-17
24.4,42.5,53.5,Sandy,Tobacco,13.9,40.5,10.9,20-20
24.5,46.1,43.3,Sandy,Wheat,21.7,18.1,19.5,14-35-14
32.9,73.0,48.6,Loamy,Wheat,14.5,40.8,32.9,Urea
29.0,64.2,49.4,Loamy,Barley,20.1,19.9,20.5,14-35-14
32.8,41.7,42.7,Red,Tobacco,12.5,15.5,43.4,17-17-17
33.5,64.8,25.7,Sandy,Sugarcane,38.1,38.1,12.7,DAP
27.8,79.8,55.8,Clayey,Pulses,13.1,42.7,43.4,Urea
30.1,61.1,38.1,Black,Wheat,7.4,34.4,32.8,Urea
36.6,62.3,46.1,Black,Ground Nuts,30.9,13.4,9.1,10-26-26
30.9,63.4,46.0,Red,Maize,24.5,12.9,27.0,28-28
27.8,48.2,28.5,Red,Sugarcane,11.7,23.1,30.6,Urea
23.7,60.4,37.2,Black,Millets,17.5,30.5,9.1,20-20
31.6,52.7,29.4,Loamy,Cotton,11.3,31.3,42.9,Urea
31.0,56.6,49.6,Clayey,Cotton,16.2,9.5,29.5,17-17-17
31.4,48.5,35.1,Clayey,Barley,36.2,16.8,9.4,10-26-26
22.4,68.8,52.6,Sandy,Ground Nuts,37.3,38.2,8.0,DAP
26.4,55.6,26.2,Sandy,Oil seeds,12.3,37.5,21.8,Urea
35.2,62.1,54.0,Loamy,Paddy,27.6,28.6,14.0,DAP
22.9,52.6,45.0,Red,Maize,39.4,6.4,38.7,28-28
25.5,59.4,46.6,Sandy,Sugarcane,30.7,8.4,17.3,10-26-26
31.3,64.5,36.3,Clayey,Oil seeds,9.8,24.3,29.1,Urea
27.0,47.1,43.0,Loamy,Barley,30.5,23.3,11.5,DAP
32.7,77.6,28.5,Loamy,Tobacco,13.1,10.2,21.3,17-17-17
34.4,67.5,64.4,Red,Tobacco,5.2,26.9,21.5,Urea
36.8,52.2,47.1,Clayey,Ground Nuts,9.2,13.0,26.1,17-17-17
37.5,62.3,46.3,Sandy,Cotton,16.8,12.0,41.0,17-17-17
23.0,58.1,64.8,Clayey,Cotton,19.2,20.4,15.6,14-35-14
36.5,77.3,29.3,Red,Oil seeds,13.1,34.3,22.4,Urea
29.7,74.9,57.1,Loamy,Ground Nuts,17.8,21.6,16.7,14-35-14
27.3,66.2,54.3,Black,Tobacco,19.8,19.2,18.8,14-35-14
20.0,50.3,62.2,Sandy,Wheat,6.4,24.7,31.0,Urea
23.8,62.1,61.8,Red,Maize,28.2,34.1,8.6,DAP
36.4,55.1,44.6,Black,Wheat,8.1,34.1,6.6,20-20
36.9,72.1,25.9,Loamy,Cotton,5.2,33.0,15.2,20-20
23.6,69.1,25.6,Clayey,Wheat,8.5,7.0,20.6,17-17-17
28.7,51.3,64.7,Loamy,Tobacco,34.5,6.6,10.3,10-26-26
33.7,53.2,55.1,Red,Sugarcane,5.0,24.3,12.7,20-20
37.2,65.9,28.4,Red,Sugarcane,33.5,15.6,7.2,10-26-26
36.1,68.3,64.7,Loamy,Ground Nuts,12.0,37.1,33.6,Urea
34.3,76.7,39.5,Red,Paddy,7.8,36.8,15.5,20-20
24.0,40.4,45.3,Black,Paddy,18.1,15.6,16.2,14-35-14
32.8,55.4,61.5,Black,Paddy,15.9,19.1,19.2,14-35-14
34.4,48.0,36.6,Clayey,Millets,17.5,30.7,13.5,20-20
34.1,53.0,30.8,Clayey,Oil seeds,9.4,16.1,26.4,17-17-17
37.8,53.7,53.2,Clayey,Cotton,7.6,43.0,14.6,20-20
26.3,54.7,43.2,Red,Barley,41.6,5.7,10.2,10-26-26
32.4,70.4,59.2,Sandy,Paddy,17.2,7.5,42.9,17-17-17
29.0,79.8,52.3,Black,Paddy,42.0,7.2,14.1,10-26-26
20.5,50.4,61.6,Black,Barley,36.7,31.2,14.4,DAP
28.3,48.2,31.1,Black,Paddy,44.8,24.0,5.1,DAP
25.1,75.6,46.4,Clayey,Ground Nuts,15.9,32.8,9.2,20-20
37.6,43.2,54.0,Clayey,Wheat,9.1,6.2,24.8,17-17-17
30.5,79.7,47.4,Clayey,Cotton,18.6,21.1,21.9,14-35-14
26.1,61.7,47.1,Black,Tobacco,5.3,17.3,37.2,17-17-17
21.3,59.0,61.8,Clayey,Oil seeds,32.2,10.8,21.6,28-28
21.6,56.9,38.2,Red,Pulses,40.4,12.6,10.3,10-26-26
23.7,64.4,52.0,Black,Ground Nuts,21.8,41.5,5.6,DAP
30.9,63.8,25.5,Black,Cotton,17.1,13.8,44.2,17-17-17
20.5,43.1,53.9,Black,Tobacco,15.5,35.4,14.8,20-20
24.4,50.3,63.7,Black,Pulses,7.1,40.6,7.6,20-20
23.3,43.5,59.2,Loamy,Paddy,34.5,6.3,15.4,10-26-26
31.6,68.9,53.6,Sandy,Wheat,20.9,17.0,21.3,14-35-14
20.4,74.4,40.1,Red,Maize,8.8,30.4,28.7,Urea
30.2,43.2,63.9,Black,Millets,13.6,42.0,7.9,20-20
20.9,44.0,38.0,Clayey,Pulses,18.7,16.3,19.9,14-35-14
36.8,61.2,36.1,Clayey,Wheat,43.4,32.1,10.8,DAP
33.5,46.2,59.6,Red,Ground Nuts,16.2,37.1,9.9,20-20
37.9,67.2,42.0,Red,Wheat,15.3,22.8,12.3,20-20
34.3,46.2,46.5,Loamy,Cotton,13.6,42.1,44.7,Urea
24.5,73.5,31.8,Sandy,Maize,15.8,16.7,16.0,14-35-14
30.3,75.2,41.7,Sandy,Oil seeds,33.7,10.3,6.7,10-26-26
30.6,51.4,58.8,Sandy,Ground Nuts,15.3,20.4,7.5,20-20
26.4,55.8,61.7,Clayey,Maize,7.0,20.4,21.0,Urea
25.7,59.4,58.5,Clayey,Paddy,27.9,5.1,29.4,28-28
37.2,45.6,36.5,Loamy,Tobacco,23.2,10.7,6.3,10-26-26
20.4,70.8,50.6,Black,Oil seeds,37.5,9.1,31.8,28-28
29.3,67.8,45.8,Loamy,Maize,24.7,12.9,10.6,10-26-26
22.1,65.2,60.7,Loamy,Cotton,19.8,17.9,15.7,14-35-14
32.1,63.0,49.7,Red,Tobacco,34.2,17.9,14.2,10-26-26
27.0,71.6,34.8,Loamy,Sugarcane,27.0,11.3,7.8,10-26-26
27.2,65.2,32.7,Black,Millets,10.6,33.1,29.2,Urea
30.8,61.9,34.8,Red,Tobacco,39.1,25.0,12.4,DAP
25.0,59.7,38.1,Loamy,Cotton,32.7,44.9,8.6,DAP
31.3,75.5,50.5,Sandy,Tobacco,15.5,5.7,34.2,17-17-17
35.9,63.5,59.0,Clayey,Pulses,20.0,19.8,17.9,14-35-14
31.3,46.5,45.6,Loamy,Tobacco,5.8,38.5,34.0,Urea
29.3,64.7,36.8,Red,Millets,6.4,24.6,12.0,20-20
26.8,47.7,26.2,Red,Pulses,19.2,21.8,21.7,14-35-14
36.0,72.3,33.4,Clayey,Paddy,23.9,35.5,13.5,DAP
24.2,59.2,50.9,Red,Wheat,21.9,18.7,18.3,14-35-14
23.9,60.6,35.2,Black,Barley,10.7,20.1,26.9,Urea
27.0,75.9,26.6,Clayey,Wheat,15.0,20.8,16.3,14-35-14
34.4,53.6,51.7,Loamy,Barley,32.7,21.4,13.1,DAP
23.1,55.7,32.7,Clayey,Ground Nuts,14.1,33.7,13.3,20-20
34.0,49.6,42.2,Red,Tobacco,23.8,37.5,11.9,DAP
32.8,52.4,51.5,Red,Paddy,29.2,28.6,11.0,DAP
33.5,76.3,42.5,Loamy,Wheat,29.0,17.1,13.5,10-26-26
22.3,62.4,60.9,Sandy,Ground Nuts,22.5,11.7,16.7,10-26-26
20.4,44.2,48.5,Sandy,Millets,14.8,16.0,23.7,17-17-17
21.9,47.9,58.3,Red,Pulses,38.0,13.6,40.1,28-28
29.4,52.4,47.8,Sandy,Millets,6.2,39.3,15.1,20-20
20.6,59.9,59.5,Red,Sugarcane,16.6,24.0,15.8,20-20
36.8,75.0,54.5,Loamy,Paddy,24.6,10.9,27.6,28-28
34.1,49.1,30.1,Black,Millets,32.1,37.3,10.8,DAP
33.3,42.5,63.6,Clayey,Ground Nuts,20.0,6.1,5.6,10-26-26
21.4,63.3,60.8,Loamy,Maize,5.2,28.7,5.3,20-20
36.0,44.1,65.0,Loamy,Sugarcane,9.7,14.5,36.9,17-17-17
26.3,52.2,33.1,Sandy,Pulses,18.0,9.3,26.4,17-17-17
27.6,79.6,39.8,Black,Sugarcane,29.2,10.5,8.0,10-26-26
32.6,41.7,40.0,Red,Cotton,28.7,7.9,26.1,28-28
30.9,60.2,33.7,Red,Paddy,19.3,16.2,19.7,14-35-14
31.1,79.3,28.0,Loamy,Wheat,32.3,12.8,38.3,28-28
37.6,43.5,57.9,Sandy,Tobacco,15.5,15.1,18.7,14-35-14
33.1,59.5,43.4,Sandy,Pulses,14.6,7.6,29.0,17-17-17
31.1,51.2,51.3,Loamy,Paddy,33.5,15.7,10.4,10-26-26
33.1,61.6,60.1,Red,Cotton,40.7,21.7,10.7,DAP
26.4,61.6,50.9,Clayey,Sugarcane,6.1,37.0,36.8,Urea
23.5,65.2,41.3,Black,Cotton,39.1,11.5,12.3,10-26-26
24.8,56.3,26.4,Red,Oil seeds,21.0,15.2,16.8,14-35-14
32.8,74.2,30.5,Loamy,Cotton,29.6,17.6,13.4,10-26-26
32.2,79.4,42.4,Loamy,Maize,42.4,12.0,25.1,28-28
26.7,52.7,51.9,Black,Oil seeds,20.5,18.7,17.2,17-17-17
20.4,71.7,49.8,Sandy,Wheat,24.8,26.6,10.8,DAP
29.9,51.0,52.8,Red,Cotton,19.2,15.1,19.1,14-35-14
23.8,42.5,47.8,Clayey,Barley,36.1,15.7,9.3,10-26-26
23.5,61.9,56.3,Red,Tobacco,15.7,27.5,14.6,20-20
32.7,42.7,26.7,Sandy,Tobacco,37.4,39.3,13.3,DAP
29.8,52.2,52.1,Sandy,Sugarcane,9.8,43.7,5.5,20-20
36.4,46.4,52.9,Black,Millets,41.8,15.3,9.3,10-26-26
21.3,66.2,52.1,Red,Oil seeds,32.3,17.5,14.5,10-26-26
28.1,61.1,35.5,Clayey,Millets,8.9,10.0,21.4,17-17-17
36.5,54.7,61.7,Black,Pulses,30.6,10.8,9.0,10-26-26
27.6,50.4,36.6,Red,Paddy,24.7,14.3,10.0,10-26-26
37.8,55.1,43.5,Loamy,Oil seeds,16.5,17.6,16.3,14-35-14
34.7,64.9,63.3,Sandy,Tobacco,9.0,21.1,23.8,Urea
29.4,60.6,30.4,Black,Paddy,14.5,41.3,21.2,Urea
22.1,48.5,28.6,Red,Wheat,8.9,26.5,9.7,20-20
29.0,67.3,45.2,Sandy,Barley,9.3,40.0,9.9,20-20
32.8,77.2,53.6,Sandy,Tobacco,14.8,28.0,15.2,20-20
29.6,61.5,55.4,Loamy,Millets,20.7,20.0,16.6,14-35-14
23.4,43.7,48.0,Loamy,Ground Nuts,18.5,20.9,21.0,14-35-14
35.8,70.8,58.7,Loamy,Cotton,12.4,26.1,27.6,Urea
22.8,47.3,60.2,Red,Paddy,10.2,23.5,8.7,20-20
20.2,51.4,40.2,Red,Barley,22.3,29.6,5.5,DAP
32.7,69.2,58.4,Red,Maize,32.1,42.9,10.5,DAP
28.0,40.1,53.4,Sandy,Paddy,34.1,14.9,43.4,28-28
35.4,78.1,38.1,Red,Wheat,7.7,14.9,39.9,17-17-17
30.5,44.4,45.1,Sandy,Pulses,43.3,5.3,32.7,28-28
33.1,77.9,45.0,Clayey,Oil seeds,7.3,42.9,10.2,10-26-26
22.8,59.9,46.6,Red,Sugarcane,43.6,13.9,30.3,28-28
25.8,67.0,55.3,Black,Oil seeds,28.3,32.6,8.6,Urea
24.8,78.9,45.1,Loamy,Oil seeds,41.4,12.9,24.9,28-28
34.6,55.6,44.4,Clayey,Tobacco,6.0,16.8,39.7,17-17-17
36.9,63.7,32.5,Sandy,Millets,15.6,40.4,6.1,20-20
30.9,59.3,62.8,Clayey,Millets,27.4,6.5,25.2,28-28
32.4,52.0,47.7,Black,Barley,6.3,44.4,30.4,Urea
27.0,57.2,50.2,Clayey,Sugarcane,10.4,43.7,9.5,20-20
28.0,48.7,29.0,Red,Oil seeds,9.2,24.9,24.2,Urea
31.2,65.2,25.0,Clayey,Pulses,43.0,13.6,9.7,10-26-26
23.0,72.7,31.5,Loamy,Wheat,28.1,10.6,32.3,28-28
21.8,56.9,61.9,Red,Ground Nuts,41.8,6.1,34.8,28-28
23.6,50.1,44.5,Loamy,Sugarcane,38.3,7.1,10.7,10-26-26
33.5,46.7,44.3,Red,Tobacco,10.6,21.9,25.7,Urea
21.0,63.5,55.1,Loamy,Tobacco,11.1,43.2,18.0,20-20
22.8,68.4,51.1,Red,Cotton,6.7,27.0,17.1,20-20
